filename,reference_filename,sentence_id,speaker_id,gender,device,distance_m,noise_level_db,pesq,snr_global_db,snr_segmental_db,snr_aweighted_db,stoi,correlation,alignment_shift_ms,alignment_correlation,success,error,processing_time_sec
pa_S05_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,pa_S05_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,S05,F3,female,IP15,0,60.0,4.643888473510742,100.0,35.0,100.0,0.9999999999999997,1.0,0.0,0.99999994,True,,0.4561727046966553
pa_S06_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,pa_S06_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,S06,F3,female,IP15,0,60.0,4.643888473510742,100.0,35.0,100.0,0.9999999999999997,1.0,0.0,1.0000001,True,,0.40633130073547363
pa_S07_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,pa_S07_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,S07,F3,female,IP15,0,60.0,4.643888473510742,100.0,35.0,100.0,0.9999999999999998,1.0,0.0,1.0,True,,0.507293701171875
pa_S08_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,pa_S08_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,S08,F3,female,IP15,0,60.0,4.643888473510742,100.0,35.0,100.0,0.9999999999999997,0.9999999999999999,0.0,0.9999999,True,,0.42905402183532715
pa_S09_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,pa_S09_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,S09,F3,female,IP15,0,60.0,4.643888473510742,100.0,35.0,100.0,1.0,1.0,0.0,0.9999998,True,,0.4427201747894287
pa_S10_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,pa_S10_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,S10,F3,female,IP15,0,60.0,4.643888473510742,100.0,35.0,100.0,0.9999999999999999,0.9999999999999999,0.0,1.0000001,True,,0.40482425689697266
pa_S11_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,pa_S11_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,S11,F3,female,IP15,0,60.0,4.643888473510742,100.0,35.0,100.0,1.0,1.0,0.0,0.99999994,True,,0.3824453353881836
pa_S12_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,pa_S12_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,S12,F3,female,IP15,0,60.0,4.643888473510742,100.0,35.0,100.0,0.9999999999999997,1.0,0.0,1.0000001,True,,0.4275665283203125
pa_S13_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,pa_S13_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,S13,F3,female,IP15,0,60.0,4.643888473510742,100.0,35.0,100.0,0.9999999999999997,0.9999999999999999,0.0,0.99999994,True,,0.3956131935119629
pa_S14_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,pa_S14_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,S14,F3,female,IP15,0,60.0,4.643888473510742,100.0,35.0,100.0,0.9999999999999996,1.0,0.0,0.99999994,True,,0.4206273555755615
pa_S15_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,pa_S15_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,S15,F3,female,IP15,0,60.0,4.643888473510742,100.0,35.0,100.0,0.9999999999999999,1.0,0.0,0.9999999,True,,0.4378838539123535
pa_S16_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,pa_S16_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,S16,F3,female,IP15,0,60.0,4.643888473510742,100.0,35.0,100.0,0.9999999999999994,1.0,0.0,0.99999994,True,,0.3620734214782715
pa_S17_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,pa_S17_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,S17,F3,female,IP15,0,60.0,4.643888473510742,100.0,35.0,100.0,0.9999999999999994,0.9999999999999999,0.0,0.99999976,True,,0.3772256374359131
pa_S18_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,pa_S18_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,S18,F3,female,IP15,0,60.0,4.643888473510742,100.0,35.0,100.0,0.9999999999999996,1.0,0.0,1.0000001,True,,0.4197733402252197
pa_S19_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,pa_S19_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,S19,F3,female,IP15,0,60.0,4.643888473510742,100.0,35.0,100.0,0.9999999999999998,1.0,0.0,0.99999994,True,,0.36758923530578613
pa_S20_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,pa_S20_f3_female_IP15_NA_0m_0_north_60db_0_B.wav,S20,F3,female,IP15,0,60.0,4.643888473510742,100.0,35.0,100.0,1.0,1.0,0.0,1.0,True,,0.39866161346435547
